# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "merged.saf" "-F" "SAF" "-o" "counts.txt" "-T" "8" "-p" "aFLAG_FIX_R1.target.filtered.sorted.bam" "aFLAG_FIX_R2.target.filtered.sorted.bam" "aFLAG_NATIVE_R1.target.filtered.sorted.bam" "aFLAG_NATIVE_R2.target.filtered.sorted.bam" "aFOXP3_FIX_R1.target.filtered.sorted.bam" "aFOXP3_FIX_R2.target.filtered.sorted.bam" "aFOXP3_NATIVE_R1.target.filtered.sorted.bam" "aFOXP3_NATIVE_R2.target.filtered.sorted.bam" "aH3K4me3_NATIVE_R1.target.filtered.sorted.bam" "IgG_FIX_R1.target.filtered.sorted.bam" "IgG_NATIVE_R1.target.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aFLAG_FIX_R1.target.filtered.sorted.bam	aFLAG_FIX_R2.target.filtered.sorted.bam	aFLAG_NATIVE_R1.target.filtered.sorted.bam	aFLAG_NATIVE_R2.target.filtered.sorted.bam	aFOXP3_FIX_R1.target.filtered.sorted.bam	aFOXP3_FIX_R2.target.filtered.sorted.bam	aFOXP3_NATIVE_R1.target.filtered.sorted.bam	aFOXP3_NATIVE_R2.target.filtered.sorted.bam	aH3K4me3_NATIVE_R1.target.filtered.sorted.bam	IgG_FIX_R1.target.filtered.sorted.bam	IgG_NATIVE_R1.target.filtered.sorted.bam
chr19_13157700_13161088	chr19	13157700	13161088	.	3389	49	27	13	33	40	44	4	6	70	26	6
chr19_13162556_13165341	chr19	13162556	13165341	.	2786	90	78	112	101	226	83	44	78	252	66	50
chr19_13167466_13168054	chr19	13167466	13168054	.	589	24	29	11	8	79	48	12	4	34	47	6
chr19_13171648_13173270	chr19	13171648	13173270	.	1623	24	13	14	20	22	20	15	16	44	29	19
chr19_13186621_13187199	chr19	13186621	13187199	.	579	2	2	12	48	12	10	14	34	4	5	4
chr19_13206905_13210132	chr19	13206905	13210132	.	3228	76	104	176	308	77	36	107	170	244	107	115
chr19_13505183_13506746	chr19	13505183	13506746	.	1564	14	18	62	100	6	8	56	48	31	10	14
chr19_13732750_13734090	chr19	13732750	13734090	.	1341	8	15	10	8	12	4	12	4	26	6	6
chr19_13747211_13748773	chr19	13747211	13748773	.	1563	47	54	58	78	158	23	20	44	432	38	50
chr19_13759699_13761477	chr19	13759699	13761477	.	1779	0	2	4	2	6	4	19	2	30	18	0
chr19_13762448_13763248	chr19	13762448	13763248	.	801	4	14	13	24	13	2	14	2	22	6	6
chr19_13764328_13765515	chr19	13764328	13765515	.	1188	10	1	42	64	8	10	26	32	1060	4	8
chr19_13770146_13771305	chr19	13770146	13771305	.	1160	2	2	18	8	2	8	7	2	22	0	8
chr19_13772948_13773819	chr19	13772948	13773819	.	872	10	20	4	2	9	2	3	7	28	0	5
chr19_13774264_13775984	chr19	13774264	13775984	.	1721	40	48	32	100	26	26	12	4	184	30	40
chr19_13778474_13780064	chr19	13778474	13780064	.	1591	2	4	8	7	4	10	11	0	26	18	18
chr19_13794529_13797200	chr19	13794529	13797200	.	2672	75	58	41	54	104	30	40	86	666	84	34
chr19_13830146_13831104	chr19	13830146	13831104	.	959	31	9	46	84	58	6	24	62	27	30	25
chr19_13833124_13834097	chr19	13833124	13834097	.	974	24	35	48	84	58	10	48	22	19	39	56
chr19_13835891_13838432	chr19	13835891	13838432	.	2542	68	52	26	60	78	63	20	36	80	56	26
chr19_13838610_13844635	chr19	13838610	13844635	.	6026	148	143	217	364	242	103	117	136	2370	169	125
chr19_13846127_13848108	chr19	13846127	13848108	.	1982	86	84	50	196	217	57	39	28	74	104	68
chr19_13863586_13866619	chr19	13863586	13866619	.	3034	40	25	85	130	23	20	44	70	372	14	8
chr19_13871243_13873847	chr19	13871243	13873847	.	2605	7	0	30	58	24	9	16	24	56	24	8
chr19_13876754_13877851	chr19	13876754	13877851	.	1098	16	6	21	27	6	2	10	14	24	12	12
chr19_13905673_13907146	chr19	13905673	13907146	.	1474	66	53	78	178	98	35	50	52	400	98	22
chr19_13929939_13931302	chr19	13929939	13931302	.	1364	23	8	70	41	10	6	38	12	20	2	30
chr19_13932738_13933582	chr19	13932738	13933582	.	845	2	16	44	48	0	9	16	48	4	6	24
chr19_13934113_13934551	chr19	13934113	13934551	.	439	8	14	42	37	2	3	6	0	0	4	15
chr19_13951590_13954614	chr19	13951590	13954614	.	3025	132	67	82	233	171	72	75	98	676	92	142
chr19_13959265_13960807	chr19	13959265	13960807	.	1543	22	35	33	57	12	8	15	13	40	9	53
chr19_13961729_13964197	chr19	13961729	13964197	.	2469	45	46	170	252	52	16	98	148	50	55	74
chr19_13977575_13980812	chr19	13977575	13980812	.	3238	16	28	116	134	22	35	88	44	72	42	28
chr19_13985668_13987710	chr19	13985668	13987710	.	2043	92	32	68	63	110	36	28	12	6	64	44
chr19_14005491_14007446	chr19	14005491	14007446	.	1956	270	229	210	300	227	106	162	300	1099	244	308
chr19_14027645_14028744	chr19	14027645	14028744	.	1100	24	2	12	6	8	11	4	8	24	0	13
chr19_14030661_14033366	chr19	14030661	14033366	.	2706	66	56	46	168	142	64	74	52	660	58	92
chr19_14057126_14058558	chr19	14057126	14058558	.	1433	8	22	58	74	10	8	22	38	42	16	21
chr19_14071586_14075861	chr19	14071586	14075861	.	4276	63	56	134	224	86	32	82	144	498	66	94
chr19_14077019_14082451	chr19	14077019	14082451	.	5433	186	175	76	171	198	95	56	70	563	149	126
chr19_14082897_14086124	chr19	14082897	14086124	.	3228	28	10	61	140	44	12	28	70	114	67	60
chr19_14086364_14092486	chr19	14086364	14092486	.	6123	142	75	198	260	108	59	242	385	2362	151	60
chr19_14113774_14114999	chr19	14113774	14114999	.	1226	15	1	20	23	18	0	12	2	34	16	10
chr19_14115551_14118810	chr19	14115551	14118810	.	3260	56	38	53	183	70	56	44	72	686	42	62
chr19_14119814_14121014	chr19	14119814	14121014	.	1201	18	2	6	18	1	26	0	2	24	15	2
chr19_14121401_14123134	chr19	14121401	14123134	.	1734	14	6	0	2	2	0	6	0	40	11	5
chr19_14128836_14130213	chr19	14128836	14130213	.	1378	12	3	0	10	8	2	4	6	28	15	10
chr19_14134716_14138476	chr19	14134716	14138476	.	3761	160	202	142	350	362	156	117	182	958	298	332
chr19_14149409_14150328	chr19	14149409	14150328	.	920	7	27	24	56	30	16	8	17	30	8	10
chr19_14150738_14151584	chr19	14150738	14151584	.	847	12	6	36	47	7	9	6	60	8	15	46
chr19_14164178_14165470	chr19	14164178	14165470	.	1293	15	4	46	70	10	8	6	8	9	2	21
chr19_14167228_14168660	chr19	14167228	14168660	.	1433	18	2	21	14	14	2	4	0	26	4	14
chr19_14205156_14206630	chr19	14205156	14206630	.	1475	18	14	56	42	16	4	30	66	184	10	14
chr19_14247743_14249585	chr19	14247743	14249585	.	1843	31	14	40	66	16	10	16	24	58	3	54
chr19_14277229_14278241	chr19	14277229	14278241	.	1013	12	14	20	60	12	4	20	26	24	16	28
chr19_14363077_14364056	chr19	14363077	14364056	.	980	16	25	22	24	45	10	27	9	62	11	10
chr19_14380524_14385253	chr19	14380524	14385253	.	4730	118	87	79	106	168	80	39	34	436	130	72
chr19_14386441_14387172	chr19	14386441	14387172	.	732	6	0	14	7	15	2	0	0	20	10	6
chr19_14405530_14407205	chr19	14405530	14407205	.	1676	19	8	54	85	32	12	30	18	28	20	26
chr19_14407665_14409313	chr19	14407665	14409313	.	1649	12	14	50	14	9	12	4	8	18	12	42
chr19_14410105_14411444	chr19	14410105	14411444	.	1340	18	12	39	74	8	18	16	12	24	13	38
chr19_14417360_14420416	chr19	14417360	14420416	.	3057	139	128	178	234	315	112	74	114	463	154	148
chr19_14427919_14430655	chr19	14427919	14430655	.	2737	14	7	18	40	6	6	22	12	38	8	16
chr19_14432350_14436889	chr19	14432350	14436889	.	4540	44	22	62	129	43	28	50	49	658	37	54
chr19_14439527_14441686	chr19	14439527	14441686	.	2160	20	24	38	18	24	28	35	16	74	24	64
chr19_14471381_14473785	chr19	14471381	14473785	.	2405	48	52	100	170	37	33	54	57	68	16	76
chr19_14473825_14474583	chr19	14473825	14474583	.	759	2	4	30	36	5	2	11	42	2	8	3
chr19_14495599_14496860	chr19	14495599	14496860	.	1262	64	38	82	106	68	23	44	110	670	59	46
chr19_14504924_14506066	chr19	14504924	14506066	.	1143	0	19	1	18	26	10	8	10	24	8	10
chr19_14511612_14512729	chr19	14511612	14512729	.	1118	9	0	0	13	6	7	4	0	24	2	0
chr19_14515436_14519489	chr19	14515436	14519489	.	4054	295	232	322	548	377	142	294	344	3294	399	160
chr19_14528425_14530345	chr19	14528425	14530345	.	1921	120	146	52	246	201	87	68	76	306	148	206
chr19_14561876_14564052	chr19	14561876	14564052	.	2177	8	12	49	113	36	6	20	44	31	29	58
chr19_14564885_14566823	chr19	14564885	14566823	.	1939	24	15	50	71	22	11	40	19	25	33	58
chr19_14568638_14569712	chr19	14568638	14569712	.	1075	6	14	4	1	8	6	5	4	22	6	14
chr19_14571099_14572211	chr19	14571099	14572211	.	1113	42	21	20	122	51	20	28	11	144	30	58
chr19_14689563_14690692	chr19	14689563	14690692	.	1130	73	30	105	82	58	39	63	190	396	52	38
chr19_14776569_14777266	chr19	14776569	14777266	.	698	10	8	6	39	6	2	9	10	18	7	42
chr19_14978762_14980190	chr19	14978762	14980190	.	1429	10	0	50	43	4	0	18	36	5	10	2
chr19_15109241_15110860	chr19	15109241	15110860	.	1620	10	10	66	92	27	4	34	76	20	21	42
chr19_15124458_15126263	chr19	15124458	15126263	.	1806	98	125	86	146	162	64	22	48	386	92	96
chr19_15161035_15161790	chr19	15161035	15161790	.	756	4	13	20	44	2	14	20	32	14	4	34
chr19_15177527_15178309	chr19	15177527	15178309	.	783	3	2	30	7	8	0	22	46	9	6	10
chr19_15195691_15196433	chr19	15195691	15196433	.	743	4	6	18	98	24	3	28	46	2	10	31
chr19_15197771_15198525	chr19	15197771	15198525	.	755	4	2	5	9	6	0	0	7	18	0	9
chr19_15199557_15200413	chr19	15199557	15200413	.	857	2	14	34	83	16	16	26	48	12	16	26
chr19_15223111_15224808	chr19	15223111	15224808	.	1698	12	40	57	98	48	11	16	16	40	28	20
chr19_15231808_15232481	chr19	15231808	15232481	.	674	14	12	24	67	18	0	24	30	14	10	16
chr19_15232926_15233982	chr19	15232926	15233982	.	1057	37	22	46	66	35	9	8	38	14	48	54
chr19_15238462_15239260	chr19	15238462	15239260	.	799	6	2	46	34	2	6	12	8	4	2	18
chr19_15242401_15243482	chr19	15242401	15243482	.	1082	22	2	10	24	4	2	25	6	28	0	24
chr19_15330233_15333979	chr19	15330233	15333979	.	3747	60	54	44	94	57	54	78	100	1372	84	36
chr19_15377202_15381594	chr19	15377202	15381594	.	4393	321	205	402	664	336	120	250	348	2336	416	80
chr19_15398331_15399642	chr19	15398331	15399642	.	1312	7	0	37	64	6	7	34	34	34	22	70
chr19_15417908_15419363	chr19	15417908	15419363	.	1456	56	64	54	101	82	48	28	22	429	76	27
chr19_15424105_15426026	chr19	15424105	15426026	.	1922	8	12	86	128	11	10	50	42	44	22	16
chr19_15426666_15430267	chr19	15426666	15430267	.	3602	30	48	105	128	28	10	37	56	104	25	74
chr19_15430592_15435372	chr19	15430592	15435372	.	4781	30	42	48	112	52	18	69	38	342	42	49
chr19_15438154_15440384	chr19	15438154	15440384	.	2231	24	13	70	64	15	24	24	16	28	6	34
chr19_15448986_15450563	chr19	15448986	15450563	.	1578	12	48	46	66	21	12	58	72	108	45	60
chr19_15456621_15457490	chr19	15456621	15457490	.	870	0	0	16	12	7	4	10	42	22	0	6
chr19_15460524_15461504	chr19	15460524	15461504	.	981	13	11	3	8	23	10	5	2	32	2	0
chr19_15462168_15463011	chr19	15462168	15463011	.	844	17	5	8	10	10	10	12	0	24	2	2
chr19_15463620_15464950	chr19	15463620	15464950	.	1331	42	48	18	18	94	24	32	14	210	23	36
chr19_15469432_15470091	chr19	15469432	15470091	.	660	9	11	32	18	41	13	14	18	30	10	6
chr19_15508103_15509345	chr19	15508103	15509345	.	1243	18	3	48	20	14	9	38	30	36	26	12
chr19_15551042_15551878	chr19	15551042	15551878	.	837	16	14	37	40	50	12	16	12	78	14	40
chr19_15555752_15556470	chr19	15555752	15556470	.	719	10	19	30	21	31	12	14	6	46	31	20
chr19_15836188_15837261	chr19	15836188	15837261	.	1074	40	56	50	81	87	37	20	36	178	64	56
chr19_16067123_16067998	chr19	16067123	16067998	.	876	10	9	44	32	11	16	30	26	12	14	22
chr19_16069766_16070981	chr19	16069766	16070981	.	1216	30	12	14	24	43	16	12	8	32	18	42
chr19_16075428_16079014	chr19	16075428	16079014	.	3587	132	102	158	250	250	75	96	142	3340	149	72
chr19_16109903_16114481	chr19	16109903	16114481	.	4579	234	220	167	287	362	113	147	223	1053	212	108
chr19_16117561_16119757	chr19	16117561	16119757	.	2197	26	37	12	26	22	18	20	10	48	30	12
chr19_16131804_16132670	chr19	16131804	16132670	.	867	6	8	14	36	4	4	7	34	4	4	6
chr19_16143668_16144601	chr19	16143668	16144601	.	934	3	4	8	22	14	5	0	3	20	6	5
chr19_16185446_16186579	chr19	16185446	16186579	.	1134	39	38	34	57	48	31	13	25	168	67	30
chr19_16192187_16193496	chr19	16192187	16193496	.	1310	4	6	4	5	6	6	6	2	42	7	5
chr19_16195319_16199168	chr19	16195319	16199168	.	3850	246	229	178	480	296	135	102	174	924	256	138
chr19_16283340_16284082	chr19	16283340	16284082	.	743	24	10	10	38	49	10	12	4	20	32	12
chr19_16324241_16327859	chr19	16324241	16327859	.	3619	169	197	219	392	235	93	304	348	2088	209	90
chr19_16328219_16329323	chr19	16328219	16329323	.	1105	6	24	2	8	35	24	15	2	38	13	3
chr19_16330874_16332041	chr19	16330874	16332041	.	1168	12	8	9	9	33	48	15	12	36	20	2
chr19_16336910_16339432	chr19	16336910	16339432	.	2523	29	28	76	41	152	57	38	16	14	41	27
chr19_16363818_16373136	chr19	16363818	16373136	.	9319	140	138	88	124	577	298	79	34	101	204	84
chr19_16380798_16382411	chr19	16380798	16382411	.	1614	8	15	44	22	24	21	38	5	4	16	20
chr19_16471024_16472824	chr19	16471024	16472824	.	1801	78	48	118	184	88	14	122	148	1404	53	38
chr19_16475366_16476568	chr19	16475366	16476568	.	1203	8	2	4	8	16	9	2	0	24	11	14
chr19_16479743_16481225	chr19	16479743	16481225	.	1483	6	4	0	0	3	5	4	5	26	7	10
chr19_16484256_16485182	chr19	16484256	16485182	.	927	10	0	0	4	0	8	4	4	22	0	6
chr19_16495754_16496774	chr19	16495754	16496774	.	1021	54	42	41	56	66	41	36	34	100	34	54
chr19_16522417_16523405	chr19	16522417	16523405	.	989	10	6	44	31	20	8	4	0	8	1	5
chr19_16524958_16526404	chr19	16524958	16526404	.	1447	8	20	70	44	23	2	38	62	19	21	34
chr19_16530564_16531672	chr19	16530564	16531672	.	1109	7	12	44	8	14	3	16	22	8	8	19
chr19_16534460_16535854	chr19	16534460	16535854	.	1395	10	10	20	20	14	12	7	36	26	5	36
chr19_16540948_16543553	chr19	16540948	16543553	.	2606	192	268	179	374	347	101	99	116	1488	298	277
chr19_16568026_16569390	chr19	16568026	16569390	.	1365	5	14	8	19	21	5	8	6	24	23	3
chr19_16570447_16573811	chr19	16570447	16573811	.	3365	90	100	122	308	122	42	76	136	1300	95	74
chr19_16575691_16577702	chr19	16575691	16577702	.	2012	16	44	57	92	24	15	46	52	72	26	52
chr19_16578215_16579950	chr19	16578215	16579950	.	1736	8	9	6	2	16	2	18	12	40	4	6
chr19_16584598_16588199	chr19	16584598	16588199	.	3602	30	45	40	41	102	67	30	4	98	73	70
chr19_16624522_16626090	chr19	16624522	16626090	.	1569	4	4	4	1	7	3	8	0	22	3	12
chr19_16626748_16629736	chr19	16626748	16629736	.	2989	171	131	274	446	258	96	129	288	3430	228	114
chr19_16631088_16632564	chr19	16631088	16632564	.	1477	9	14	3	8	8	16	10	2	32	6	10
chr19_16659014_16661913	chr19	16659014	16661913	.	2900	94	76	38	156	178	76	60	72	322	99	86
chr19_16829173_16830263	chr19	16829173	16830263	.	1091	19	30	48	96	19	8	70	118	382	37	16
chr19_16875769_16878726	chr19	16875769	16878726	.	2958	15	26	99	115	44	6	45	39	30	39	44
chr19_16888494_16890955	chr19	16888494	16890955	.	2462	12	12	39	130	44	20	60	74	27	12	37
chr19_16895676_16898666	chr19	16895676	16898666	.	2991	80	64	178	162	112	32	76	125	188	68	92
chr19_17073887_17077933	chr19	17073887	17077933	.	4047	109	74	78	118	106	52	52	72	766	82	61
chr19_17078243_17080420	chr19	17078243	17080420	.	2178	20	30	19	92	32	33	16	10	110	30	14
chr19_17211563_17212688	chr19	17211563	17212688	.	1126	17	4	52	90	21	12	28	60	10	27	36
chr19_17215053_17216661	chr19	17215053	17216661	.	1609	40	27	32	44	76	38	5	8	28	39	26
chr19_17225508_17227660	chr19	17225508	17227660	.	2153	94	87	82	180	160	42	60	40	290	112	88
chr19_17228233_17230321	chr19	17228233	17230321	.	2089	12	2	12	64	15	10	12	10	46	10	22
chr19_17232120_17233206	chr19	17232120	17233206	.	1087	10	0	52	22	24	8	16	12	18	1	40
chr19_17234690_17237476	chr19	17234690	17237476	.	2787	50	4	100	108	47	32	83	60	812	42	24
chr19_17242201_17244189	chr19	17242201	17244189	.	1989	8	8	18	27	9	3	16	21	36	18	30
chr19_17244617_17247171	chr19	17244617	17247171	.	2555	60	59	73	189	25	21	36	114	220	53	26
chr19_17255917_17257365	chr19	17255917	17257365	.	1449	2	4	8	3	8	10	5	2	32	16	8
chr19_17267123_17268254	chr19	17267123	17268254	.	1132	24	5	11	3	37	22	10	1	26	24	15
chr19_17268731_17271171	chr19	17268731	17271171	.	2441	23	22	48	38	8	12	9	10	48	8	20
chr19_17281011_17283097	chr19	17281011	17283097	.	2087	46	54	76	223	54	28	46	120	440	61	74
chr19_17285151_17285918	chr19	17285151	17285918	.	768	6	0	7	4	2	6	6	0	22	19	4
chr19_17290163_17290864	chr19	17290163	17290864	.	702	0	11	2	8	12	6	0	5	24	16	0
chr19_17292157_17293325	chr19	17292157	17293325	.	1169	22	2	36	38	48	7	4	7	34	9	12
chr19_17300356_17301969	chr19	17300356	17301969	.	1614	16	6	60	27	26	14	42	32	48	17	18
chr19_17302610_17304193	chr19	17302610	17304193	.	1584	33	30	58	101	72	31	44	44	498	64	90
chr19_17304388_17310676	chr19	17304388	17310676	.	6289	192	216	182	317	340	141	97	124	980	176	166
chr19_17310924_17312441	chr19	17310924	17312441	.	1518	4	5	8	32	8	6	12	9	44	6	8
chr19_17316907_17317958	chr19	17316907	17317958	.	1052	4	2	16	2	5	4	16	2	22	4	0
chr19_17327156_17330888	chr19	17327156	17330888	.	3733	52	86	184	288	56	51	90	148	340	100	134
chr19_17333012_17336932	chr19	17333012	17336932	.	3921	67	67	170	268	108	69	92	153	718	131	72
chr19_17337168_17339723	chr19	17337168	17339723	.	2556	73	38	74	118	108	60	38	53	142	69	50
chr19_17390248_17393200	chr19	17390248	17393200	.	2953	26	20	74	66	19	25	36	106	154	54	16
chr19_17393570_17396423	chr19	17393570	17396423	.	2854	24	14	24	72	13	21	42	34	66	40	14
chr19_17402746_17408459	chr19	17402746	17408459	.	5714	56	72	28	90	134	67	12	27	338	112	44
chr19_17419104_17421324	chr19	17419104	17421324	.	2221	106	96	54	194	177	56	37	64	703	144	34
chr19_17448265_17448988	chr19	17448265	17448988	.	724	7	4	37	34	5	20	12	34	15	26	48
chr19_17469232_17471273	chr19	17469232	17471273	.	2042	78	58	101	188	120	34	38	38	296	100	35
chr19_17496876_17497786	chr19	17496876	17497786	.	911	4	8	23	25	10	5	4	16	28	7	11
chr19_17510471_17512785	chr19	17510471	17512785	.	2315	330	414	298	620	560	201	188	200	1382	373	78
chr19_17538764_17540670	chr19	17538764	17540670	.	1907	16	62	78	200	109	30	24	44	78	54	66
chr19_17555157_17556417	chr19	17555157	17556417	.	1261	16	16	23	42	28	12	86	104	1470	56	28
chr19_17568020_17569012	chr19	17568020	17569012	.	993	0	2	4	5	2	2	16	0	20	0	8
chr19_17605152_17606915	chr19	17605152	17606915	.	1764	68	100	68	182	129	76	74	60	163	121	104
chr19_17688043_17688483	chr19	17688043	17688483	.	441	1	2	20	24	14	2	5	36	4	0	4
chr19_17719086_17721127	chr19	17719086	17721127	.	2042	10	20	42	48	34	20	28	10	346	39	12
chr19_17725170_17728794	chr19	17725170	17728794	.	3625	38	18	140	108	47	28	60	68	66	58	69
chr19_17746843_17751922	chr19	17746843	17751922	.	5080	68	49	80	140	125	84	61	98	400	107	44
chr19_17806675_17808931	chr19	17806675	17808931	.	2257	22	25	53	34	23	15	14	28	30	33	20
chr19_17830762_17831960	chr19	17830762	17831960	.	1199	28	4	50	76	16	4	34	22	10	9	40
chr19_17841188_17843358	chr19	17841188	17843358	.	2171	14	20	53	92	14	16	30	60	24	13	84
chr19_17846013_17851258	chr19	17846013	17851258	.	5246	86	68	59	70	216	76	45	46	204	106	50
chr19_17859232_17863715	chr19	17859232	17863715	.	4484	96	48	96	232	114	62	50	79	524	178	110
chr19_17865586_17866777	chr19	17865586	17866777	.	1192	12	0	0	4	1	8	20	0	34	2	2
chr19_17867447_17868714	chr19	17867447	17868714	.	1268	6	6	0	26	5	4	2	2	30	3	6
chr19_17871636_17874709	chr19	17871636	17874709	.	3074	36	26	66	144	90	61	90	70	658	42	106
chr19_17910877_17911446	chr19	17910877	17911446	.	570	0	0	0	0	2	0	0	0	20	0	0
chr19_17932265_17933952	chr19	17932265	17933952	.	1688	79	82	90	122	99	51	25	52	116	72	129
chr19_17942471_17943847	chr19	17942471	17943847	.	1377	34	31	29	58	17	6	22	39	26	16	33
chr19_17946807_17949074	chr19	17946807	17949074	.	2268	210	226	421	481	211	100	210	470	278	347	219
chr19_17950668_17952547	chr19	17950668	17952547	.	1880	25	20	48	41	30	4	18	60	26	13	29
chr19_17973152_17974396	chr19	17973152	17974396	.	1245	24	10	56	168	16	12	10	40	14	23	14
chr19_17981478_17982402	chr19	17981478	17982402	.	925	8	6	46	44	28	4	11	20	10	12	38
chr19_18000152_18006583	chr19	18000152	18006583	.	6432	176	182	117	401	226	94	158	182	1465	180	161
chr19_18006933_18010822	chr19	18006933	18010822	.	3890	98	99	120	223	112	30	98	132	164	135	64
chr19_18051935_18052394	chr19	18051935	18052394	.	460	8	4	28	26	6	2	14	54	3	16	16
chr19_18097163_18098402	chr19	18097163	18098402	.	1240	16	20	33	12	8	28	38	68	64	18	4
chr19_18109350_18113229	chr19	18109350	18113229	.	3880	17	24	69	110	82	14	37	50	252	32	16
chr19_18117475_18119130	chr19	18117475	18119130	.	1656	33	38	68	90	55	18	40	48	430	50	40
chr19_18123533_18124247	chr19	18123533	18124247	.	715	6	6	15	28	0	1	28	40	17	2	12
chr19_18148374_18149946	chr19	18148374	18149946	.	1573	16	4	14	20	6	6	34	30	10	9	1
chr19_18151786_18154963	chr19	18151786	18154963	.	3178	92	69	136	172	152	65	82	111	374	104	71
chr19_18155456_18156602	chr19	18155456	18156602	.	1147	15	6	36	102	16	4	20	52	30	33	4
chr19_18160274_18161471	chr19	18160274	18161471	.	1198	9	9	50	31	6	12	28	34	86	6	18
chr19_18168577_18171179	chr19	18168577	18171179	.	2603	26	16	100	88	47	16	21	54	45	30	62
chr19_18173173_18174846	chr19	18173173	18174846	.	1674	40	33	66	50	36	21	34	16	212	39	56
chr19_18188259_18189917	chr19	18188259	18189917	.	1659	9	2	13	16	20	12	18	6	30	10	10
chr19_18191574_18198913	chr19	18191574	18198913	.	7340	136	168	98	194	220	103	66	74	496	166	180
chr19_18202706_18205543	chr19	18202706	18205543	.	2838	91	134	84	165	155	96	94	130	534	100	190
chr19_18223207_18227099	chr19	18223207	18227099	.	3893	47	40	142	218	88	28	28	86	57	65	76
chr19_18264437_18265213	chr19	18264437	18265213	.	777	12	0	28	27	2	7	25	26	13	6	8
chr19_18278936_18284262	chr19	18278936	18284262	.	5327	294	186	296	478	226	118	248	404	2266	272	184
chr19_18287176_18288580	chr19	18287176	18288580	.	1405	15	14	40	24	17	4	12	18	32	12	26
chr19_18289120_18293750	chr19	18289120	18293750	.	4631	107	65	138	321	292	96	56	98	904	208	129
chr19_18294065_18295208	chr19	18294065	18295208	.	1144	12	6	3	14	13	6	8	9	24	16	4
chr19_18296455_18297715	chr19	18296455	18297715	.	1261	4	6	1	17	3	2	4	4	22	14	5
chr19_18298775_18301663	chr19	18298775	18301663	.	2889	18	13	11	55	10	11	8	10	66	16	30
chr19_18301862_18306624	chr19	18301862	18306624	.	4763	63	82	75	91	104	48	42	36	250	58	36
chr19_18307574_18308441	chr19	18307574	18308441	.	868	15	4	0	73	31	4	7	15	22	8	10
chr19_18308685_18310521	chr19	18308685	18310521	.	1837	10	15	42	35	26	27	4	26	32	17	22
chr19_18310698_18313159	chr19	18310698	18313159	.	2462	22	0	31	35	23	9	36	8	60	8	30
chr19_18317957_18319631	chr19	18317957	18319631	.	1675	14	0	15	7	44	12	10	6	46	8	16
chr19_18322316_18324440	chr19	18322316	18324440	.	2125	82	74	74	184	125	55	46	112	378	115	88
chr19_18325360_18327190	chr19	18325360	18327190	.	1831	21	22	7	4	11	23	4	8	40	6	28
chr19_18327699_18329171	chr19	18327699	18329171	.	1473	13	25	6	10	20	20	0	1	28	0	12
chr19_18334512_18335628	chr19	18334512	18335628	.	1117	4	0	6	24	4	6	10	8	26	3	6
chr19_18337438_18338481	chr19	18337438	18338481	.	1044	5	4	16	0	0	9	5	2	24	3	4
chr19_18339628_18341596	chr19	18339628	18341596	.	1969	37	38	88	86	38	42	24	56	960	24	67
chr19_18388081_18389352	chr19	18388081	18389352	.	1272	34	26	37	95	54	13	34	21	48	53	90
chr19_18397181_18397785	chr19	18397181	18397785	.	605	4	16	21	41	28	11	7	16	18	12	11
chr19_18415866_18416357	chr19	18415866	18416357	.	492	2	6	4	24	3	4	5	2	22	6	6
chr19_18416521_18421157	chr19	18416521	18421157	.	4637	120	118	124	238	140	72	150	168	1128	162	110
chr19_18427319_18430339	chr19	18427319	18430339	.	3021	83	94	80	157	123	48	42	87	140	138	138
chr19_18430752_18434500	chr19	18430752	18434500	.	3749	38	14	166	144	71	35	62	84	144	40	84
chr19_18434860_18439022	chr19	18434860	18439022	.	4163	85	98	190	368	114	52	106	160	212	98	136
chr19_18450108_18451490	chr19	18450108	18451490	.	1383	24	16	17	100	17	20	22	26	24	38	28
chr19_18509132_18510211	chr19	18509132	18510211	.	1080	3	11	3	46	4	6	4	12	32	0	36
chr19_18520070_18522869	chr19	18520070	18522869	.	2800	182	96	144	328	236	75	104	152	3134	104	137
chr19_18523526_18525038	chr19	18523526	18525038	.	1513	2	2	10	5	10	4	10	18	30	10	8
chr19_18530908_18532490	chr19	18530908	18532490	.	1583	6	2	16	20	9	0	4	4	30	4	4
chr19_18534720_18536274	chr19	18534720	18536274	.	1555	0	7	6	12	6	12	4	4	24	9	0
chr19_18542347_18545938	chr19	18542347	18545938	.	3592	42	74	88	118	186	41	69	80	1414	122	44
chr19_18546539_18547520	chr19	18546539	18547520	.	982	0	0	2	2	11	2	4	5	26	0	8
chr19_18556973_18559115	chr19	18556973	18559115	.	2143	54	38	46	112	78	40	54	40	469	61	46
chr19_18562584_18567707	chr19	18562584	18567707	.	5124	24	28	34	102	39	21	20	20	114	36	20
chr19_18567995_18569137	chr19	18567995	18569137	.	1143	5	10	6	43	15	4	2	4	20	23	8
