# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "merged_peaks.saf" "-F" "SAF" "-p" "-o" "counts.txt" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aH3K4me3_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_NATIVE_R1.target.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aH3K4me3_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_NATIVE_R1.target.filtered.sorted.bam
peak11765	chr19	16067124	16067998	.	875	10	9	44	32	11	16	30	26	12	14	22
peak11766	chr19	16069767	16070981	.	1215	30	12	14	24	43	16	12	8	32	18	42
peak11767	chr19	16075429	16079014	.	3586	132	102	158	250	250	75	96	142	3340	149	72
peak11768	chr19	16109904	16114481	.	4578	234	220	167	287	362	113	147	223	1053	212	108
peak11769	chr19	16117562	16119757	.	2196	26	37	12	26	22	18	20	10	48	30	12
peak11770	chr19	16131805	16132670	.	866	6	8	14	36	4	4	7	34	4	4	6
peak11771	chr19	16143669	16144601	.	933	3	4	8	22	14	5	0	3	20	6	5
peak11772	chr19	16185447	16186579	.	1133	39	38	34	57	48	31	13	25	168	67	30
peak11773	chr19	16192188	16193496	.	1309	4	6	4	5	6	6	6	2	42	7	5
peak11774	chr19	16195320	16199168	.	3849	246	229	178	480	296	135	102	174	924	256	138
peak11775	chr19	16283341	16284082	.	742	24	10	10	38	49	10	12	4	20	32	12
peak11776	chr19	16324242	16327859	.	3618	169	197	219	392	234	93	304	348	2088	209	90
peak11777	chr19	16328220	16329323	.	1104	6	24	2	8	35	24	15	2	38	13	3
peak11778	chr19	16330875	16332041	.	1167	12	8	9	9	33	48	15	12	36	20	2
peak11779	chr19	16336911	16339432	.	2522	29	28	76	41	152	57	38	16	14	41	27
peak11780	chr19	16363819	16373136	.	9318	140	138	88	124	577	298	79	34	101	204	84
peak11781	chr19	16380799	16382411	.	1613	8	15	44	22	24	21	38	5	4	16	20
peak11782	chr19	16471025	16472824	.	1800	78	48	118	184	88	14	122	148	1404	53	38
peak11783	chr19	16475367	16476568	.	1202	8	2	4	8	16	9	2	0	24	11	14
peak11784	chr19	16479744	16481225	.	1482	6	4	0	0	3	5	4	5	26	7	10
peak11785	chr19	16484257	16485182	.	926	10	0	0	4	0	8	4	4	22	0	6
peak11786	chr19	16495755	16496774	.	1020	54	42	41	56	66	41	36	34	100	34	54
peak11787	chr19	16522418	16523405	.	988	10	6	44	31	20	8	4	0	8	1	5
peak11788	chr19	16524959	16526404	.	1446	8	20	70	44	23	2	38	62	19	21	34
peak11789	chr19	16530565	16531672	.	1108	7	12	44	8	14	3	16	22	8	8	19
peak11790	chr19	16534461	16535854	.	1394	10	10	20	20	14	12	7	36	26	5	36
peak11791	chr19	16540949	16543553	.	2605	192	268	179	374	347	101	99	116	1488	298	277
peak11792	chr19	16568027	16569390	.	1364	5	14	8	19	21	5	8	6	24	23	3
peak11793	chr19	16570448	16573811	.	3364	90	100	122	308	122	42	76	136	1300	95	74
peak11794	chr19	16575692	16577702	.	2011	16	44	57	92	24	15	46	52	72	26	52
peak11795	chr19	16578216	16579950	.	1735	8	9	6	2	16	2	18	12	40	4	6
peak11796	chr19	16584599	16588199	.	3601	30	45	40	41	102	67	30	4	98	73	70
peak11797	chr19	16624523	16626090	.	1568	4	4	4	1	7	3	8	0	22	3	12
peak11798	chr19	16626749	16629736	.	2988	171	131	274	446	258	96	129	288	3430	228	114
peak11799	chr19	16631089	16632564	.	1476	9	14	3	8	8	16	10	2	32	6	10
peak11800	chr19	16659015	16661913	.	2899	94	76	38	156	178	76	60	72	322	99	86
peak11801	chr19	16829174	16830263	.	1090	19	30	48	96	19	8	70	118	382	37	16
peak11802	chr19	16875770	16878726	.	2957	15	26	99	115	44	6	45	39	30	39	44
peak11803	chr19	16888495	16890955	.	2461	12	12	39	130	44	20	60	74	27	12	37
peak11804	chr19	16895677	16898666	.	2990	80	64	178	162	112	32	76	125	188	68	92
peak11805	chr19	17073888	17077933	.	4046	109	74	78	118	106	52	52	72	766	82	61
peak11806	chr19	17078244	17080420	.	2177	20	30	19	92	32	33	16	10	110	30	14
peak11807	chr19	17211564	17212688	.	1125	17	4	52	90	21	12	28	60	10	27	36
peak11808	chr19	17215054	17216661	.	1608	40	27	32	44	76	38	5	8	28	39	26
peak11809	chr19	17225509	17227660	.	2152	94	87	82	180	160	42	60	40	290	112	88
peak11810	chr19	17228234	17230321	.	2088	12	2	12	64	15	10	12	10	46	10	22
peak11811	chr19	17232121	17233206	.	1086	10	0	52	22	24	8	16	12	18	1	40
peak11812	chr19	17234691	17237476	.	2786	50	4	100	108	47	32	83	60	812	42	24
peak11813	chr19	17242202	17244189	.	1988	8	8	18	27	9	3	16	21	36	18	30
peak11814	chr19	17244618	17247171	.	2554	60	59	73	188	25	21	36	114	220	53	26
peak11815	chr19	17255918	17257365	.	1448	2	4	8	3	8	10	5	2	32	16	8
peak11816	chr19	17267124	17268254	.	1131	24	5	11	3	37	22	10	1	26	24	15
peak11817	chr19	17268732	17271171	.	2440	23	22	48	38	8	12	9	10	48	8	20
peak11818	chr19	17281012	17283097	.	2086	46	54	76	223	54	28	46	120	440	61	74
peak11819	chr19	17285152	17285918	.	767	6	0	7	4	2	6	6	0	22	19	4
peak11820	chr19	17290164	17290864	.	701	0	11	2	8	12	6	0	5	24	16	0
peak11821	chr19	17292158	17293325	.	1168	22	2	36	38	48	7	4	7	34	9	12
peak11822	chr19	17300357	17301969	.	1613	16	6	60	27	26	14	42	32	48	17	18
peak11823	chr19	17302611	17304193	.	1583	33	30	58	101	72	31	44	44	498	64	90
peak11824	chr19	17304389	17310676	.	6288	192	216	182	317	340	141	97	124	980	176	166
peak11825	chr19	17310925	17312441	.	1517	4	5	8	32	8	6	12	9	44	6	8
peak11826	chr19	17316908	17317958	.	1051	4	2	16	2	5	4	16	2	22	4	0
peak11827	chr19	17327157	17330888	.	3732	52	86	184	288	56	51	90	148	340	100	134
peak11828	chr19	17333013	17336932	.	3920	67	67	170	268	108	69	92	153	718	131	72
peak11829	chr19	17337169	17339723	.	2555	73	38	74	118	108	60	38	53	142	69	50
peak11830	chr19	17390249	17393200	.	2952	26	20	74	66	19	25	36	106	154	54	16
peak11831	chr19	17393571	17396423	.	2853	24	14	24	72	13	21	42	34	66	40	14
peak11832	chr19	17402747	17408459	.	5713	56	72	28	90	134	67	12	27	338	112	44
peak11833	chr19	17419105	17421324	.	2220	106	96	54	194	177	56	37	64	703	144	34
peak11834	chr19	17448266	17448988	.	723	7	4	37	34	5	20	12	34	15	26	48
peak11835	chr19	17469233	17471273	.	2041	78	58	101	188	120	34	38	38	296	100	35
peak11836	chr19	17496877	17497786	.	910	4	8	23	25	10	5	4	16	28	7	11
peak11837	chr19	17510472	17512785	.	2314	330	414	298	620	560	201	188	200	1382	373	78
peak11838	chr19	17538765	17540670	.	1906	16	62	78	200	109	30	24	44	78	54	66
peak11839	chr19	17555158	17556417	.	1260	16	16	23	42	28	12	86	104	1470	56	28
peak11840	chr19	17568021	17569012	.	992	0	2	4	5	2	2	16	0	20	0	8
peak11841	chr19	17605153	17606915	.	1763	68	100	68	182	129	76	74	60	163	121	104
peak11842	chr19	17688044	17688483	.	440	1	2	20	24	14	2	5	36	4	0	4
peak11843	chr19	17719087	17721127	.	2041	10	20	42	48	34	20	28	10	346	39	12
peak11844	chr19	17725171	17728794	.	3624	38	18	140	108	47	28	60	68	66	58	69
peak11845	chr19	17746844	17751922	.	5079	68	49	80	140	125	84	61	98	400	107	44
peak11846	chr19	17806676	17808931	.	2256	22	25	53	34	23	15	14	28	30	33	20
peak11847	chr19	17830763	17831960	.	1198	28	4	50	76	16	4	34	22	10	9	40
peak11848	chr19	17841189	17843358	.	2170	14	20	53	92	14	16	30	60	24	13	84
peak11849	chr19	17846014	17851258	.	5245	86	68	59	70	216	76	45	46	204	106	50
peak11850	chr19	17859233	17863715	.	4483	96	48	96	232	114	62	50	79	524	178	110
peak11851	chr19	17865587	17866777	.	1191	12	0	0	4	1	8	20	0	34	2	2
peak11852	chr19	17867448	17868714	.	1267	6	6	0	26	5	4	2	2	30	3	6
peak11853	chr19	17871637	17874709	.	3073	36	26	66	144	90	61	90	70	658	42	106
peak11854	chr19	17910878	17911446	.	569	0	0	0	0	1	0	0	0	20	0	0
peak11855	chr19	17932266	17933952	.	1687	79	82	90	122	99	51	25	52	116	72	129
peak11856	chr19	17942472	17943847	.	1376	34	31	29	58	17	6	22	39	26	16	33
peak11857	chr19	17946808	17949074	.	2267	210	226	421	481	211	100	210	470	278	347	219
peak11858	chr19	17950669	17952547	.	1879	25	20	48	41	30	4	18	60	26	13	29
peak11859	chr19	17973153	17974396	.	1244	24	10	56	168	16	12	10	40	14	23	14
peak11860	chr19	17981479	17982402	.	924	8	6	46	44	28	4	11	20	10	12	38
peak11861	chr19	18000153	18006583	.	6431	176	182	117	401	226	94	158	182	1465	180	161
peak11862	chr19	18006934	18010822	.	3889	98	99	120	223	112	30	98	132	164	135	64
peak11863	chr19	18051936	18052394	.	459	8	4	28	26	6	2	14	54	3	16	16
peak11864	chr19	18097164	18098402	.	1239	16	20	33	12	8	28	38	68	64	18	4
peak11865	chr19	18109351	18113229	.	3879	17	24	69	110	82	14	37	50	252	32	16
peak11866	chr19	18117476	18119130	.	1655	33	38	68	90	55	18	40	48	430	50	40
peak11867	chr19	18123534	18124247	.	714	6	6	15	24	0	1	28	40	17	2	12
peak11868	chr19	18148375	18149946	.	1572	16	4	14	20	6	6	34	30	10	9	1
peak11869	chr19	18151787	18154963	.	3177	92	69	136	172	152	65	82	111	374	104	71
peak11870	chr19	18155457	18156602	.	1146	15	6	36	102	16	4	20	52	30	33	4
peak11871	chr19	18160275	18161471	.	1197	9	9	50	31	6	12	28	34	86	6	18
peak11872	chr19	18168578	18171179	.	2602	26	16	100	88	47	16	21	54	45	30	62
peak11873	chr19	18173174	18174846	.	1673	40	33	66	50	36	21	34	16	212	39	56
peak11874	chr19	18188260	18189917	.	1658	9	2	13	16	20	12	18	6	30	10	10
peak11875	chr19	18191575	18198913	.	7339	136	168	98	194	220	103	66	74	496	166	180
peak11876	chr19	18202707	18205543	.	2837	91	134	84	165	155	96	94	130	534	100	190
peak11877	chr19	18223208	18227099	.	3892	47	40	142	218	88	28	28	86	57	65	76
peak11878	chr19	18264438	18265213	.	776	12	0	28	27	2	7	25	26	13	6	8
peak11879	chr19	18278937	18284262	.	5326	294	186	296	478	226	118	248	404	2266	272	184
peak11880	chr19	18287177	18288580	.	1404	15	14	40	24	17	4	12	18	32	12	26
peak11881	chr19	18289121	18293750	.	4630	107	65	137	321	292	96	56	98	904	208	129
peak11882	chr19	18294066	18295208	.	1143	12	6	3	14	13	6	8	9	24	16	4
peak11883	chr19	18296456	18297715	.	1260	4	6	1	17	3	2	4	4	22	14	5
peak11884	chr19	18298776	18301663	.	2888	18	13	11	55	10	11	8	10	66	16	30
peak11885	chr19	18301863	18306624	.	4762	63	82	75	91	104	48	42	36	250	58	36
peak11886	chr19	18307575	18308441	.	867	15	4	0	73	31	4	7	15	22	8	10
peak11887	chr19	18308686	18310521	.	1836	10	15	42	35	26	27	4	26	32	17	22
peak11888	chr19	18310699	18313159	.	2461	22	0	31	35	23	9	36	8	60	8	30
peak11889	chr19	18317958	18319631	.	1674	14	0	15	7	44	12	10	6	46	8	16
peak11890	chr19	18322317	18324440	.	2124	82	74	74	184	125	55	46	112	378	115	88
peak11891	chr19	18325361	18327190	.	1830	21	22	7	4	11	23	4	8	40	6	28
peak11892	chr19	18327700	18329171	.	1472	13	25	6	10	20	20	0	1	28	0	12
peak11893	chr19	18334513	18335628	.	1116	4	0	6	24	4	6	10	8	26	3	6
peak11894	chr19	18337439	18338481	.	1043	5	4	16	0	0	9	5	2	24	3	4
peak11895	chr19	18339629	18341596	.	1968	37	38	88	86	38	42	24	56	960	24	67
peak11896	chr19	18388082	18389352	.	1271	34	26	37	95	54	13	34	21	48	53	90
peak11897	chr19	18397182	18397785	.	604	4	16	21	41	28	11	7	16	18	12	11
peak11898	chr19	18415867	18416357	.	491	2	6	4	24	3	4	5	2	22	6	6
peak11899	chr19	18416522	18421157	.	4636	120	118	124	238	140	72	150	168	1128	162	110
peak11900	chr19	18427320	18430339	.	3020	83	94	80	157	123	48	42	87	140	138	138
peak11901	chr19	18430753	18434500	.	3748	38	14	166	144	71	35	62	84	144	40	84
peak11902	chr19	18434861	18439022	.	4162	85	98	190	368	114	52	106	160	212	98	136
peak11903	chr19	18450109	18451490	.	1382	24	16	17	100	17	20	22	26	24	38	28
peak11904	chr19	18509133	18510211	.	1079	3	11	3	46	4	6	4	12	32	0	36
peak11905	chr19	18520071	18522869	.	2799	182	96	144	328	236	75	104	152	3134	104	137
peak11906	chr19	18523527	18525038	.	1512	2	2	10	5	10	4	10	18	30	10	8
peak11907	chr19	18530909	18532490	.	1582	6	2	16	20	9	0	4	4	30	4	4
peak11908	chr19	18534721	18536274	.	1554	0	7	6	12	6	12	4	4	24	9	0
peak11909	chr19	18542348	18545938	.	3591	42	74	88	118	186	41	69	80	1414	122	44
peak11910	chr19	18546540	18547520	.	981	0	0	2	2	11	2	4	5	26	0	8
peak11911	chr19	18556974	18559115	.	2142	54	38	46	112	78	40	54	40	469	61	46
peak11912	chr19	18562585	18567707	.	5123	24	28	34	102	39	21	20	20	114	36	20
peak11913	chr19	18567996	18569137	.	1142	5	10	6	43	15	4	2	4	20	23	8
peak11914	chr19	18570770	18574206	.	3437	126	112	75	184	192	67	49	63	512	161	108
peak11915	chr19	18587482	18590342	.	2861	113	96	142	224	194	70	64	70	788	102	62
peak11916	chr19	18594194	18595485	.	1292	40	12	70	93	30	10	28	68	26	15	28
peak11917	chr19	18595987	18597370	.	1384	6	10	42	2	3	4	10	0	4	24	14
peak11918	chr19	18603390	18604380	.	991	10	0	44	38	12	4	16	10	11	9	16
peak11919	chr19	18604979	18606622	.	1644	8	18	78	50	6	6	14	60	32	4	12
peak11920	chr19	18611268	18613353	.	2086	22	18	74	126	20	16	32	22	56	42	28
peak11921	chr19	18635864	18637896	.	2033	51	52	122	226	141	68	54	98	430	56	85
peak11922	chr19	18667985	18669689	.	1705	20	28	72	158	19	4	31	46	26	15	39
peak11923	chr19	18683129	18685190	.	2062	26	38	30	59	14	39	90	64	132	92	20
peak11924	chr19	18700573	18702648	.	2076	26	10	28	106	62	14	10	10	26	12	67
peak11925	chr19	18742338	18745406	.	3069	9	16	102	116	28	13	44	56	28	42	30
peak11926	chr19	18759711	18762976	.	3266	20	22	96	66	49	19	42	40	33	32	82
peak11927	chr19	18768295	18769402	.	1108	6	2	48	50	11	13	26	16	22	14	16
peak11928	chr19	18774497	18776029	.	1533	13	4	48	151	2	12	18	42	10	40	61
peak11929	chr19	18776654	18777934	.	1281	16	8	74	88	3	0	25	19	3	10	18
peak11930	chr19	18787806	18791253	.	3448	34	10	119	188	70	26	50	94	32	56	94
peak11931	chr19	18802405	18803362	.	958	4	1	7	16	5	10	8	0	22	8	10
peak11932	chr19	18831212	18833989	.	2778	76	39	162	198	70	24	124	274	1200	128	60
peak11933	chr19	18835033	18835742	.	710	11	10	0	12	4	3	4	0	20	11	0
peak11934	chr19	18838329	18839054	.	726	8	1	6	15	6	0	8	0	22	1	4
peak11935	chr19	18839760	18840166	.	407	5	1	10	4	0	1	2	0	18	1	4
peak11936	chr19	18867605	18868876	.	1272	4	14	24	73	16	6	44	16	10	14	19
peak11937	chr19	18869224	18871172	.	1949	24	22	98	64	34	18	24	52	14	20	92
peak11938	chr19	18894029	18895977	.	1949	6	15	68	68	24	18	34	28	25	10	34
peak11939	chr19	18917972	18920359	.	2388	168	173	124	184	243	80	64	112	498	164	120
peak11940	chr19	18921557	18922542	.	986	6	18	27	68	10	4	30	26	26	29	38
peak11941	chr19	18928887	18930320	.	1434	12	0	53	104	11	0	38	32	23	28	11
peak11942	chr19	18931230	18932349	.	1120	14	6	29	44	10	4	15	14	32	23	19
peak11943	chr19	19032656	19034780	.	2125	177	145	324	439	171	64	306	583	2029	226	165
peak11944	chr19	19062362	19065505	.	3144	53	64	96	128	98	46	154	122	776	70	90
peak11945	chr19	19109741	19111210	.	1470	10	17	48	72	9	16	34	18	13	30	26
peak11946	chr19	19189683	19193253	.	3571	58	104	35	120	255	66	38	30	340	128	50
peak11947	chr19	19194025	19194782	.	758	8	4	0	6	11	8	1	8	22	0	10
peak11948	chr19	19198462	19199738	.	1277	5	6	8	10	6	4	8	0	32	12	10
peak11949	chr19	19202523	19203779	.	1257	50	29	26	85	69	22	11	0	38	95	35
peak11950	chr19	19224772	19225560	.	789	14	2	14	74	8	10	20	52	52	20	12
peak11951	chr19	19228340	19229146	.	807	0	2	0	2	9	2	3	1	22	0	1
peak11952	chr19	19257406	19258964	.	1559	20	22	60	42	8	5	32	62	20	36	29
peak11953	chr19	19260803	19262102	.	1300	19	4	54	46	20	6	18	22	6	14	29
peak11954	chr19	19304912	19306273	.	1362	8	0	70	24	16	8	9	1	7	15	4
peak11955	chr19	19319988	19322836	.	2849	86	34	100	186	141	56	54	80	1304	122	30
peak11956	chr19	19384738	19389804	.	5067	135	130	136	229	248	121	108	142	1080	140	217
peak11957	chr19	19404555	19407019	.	2465	102	62	100	176	102	37	96	190	1462	100	12
peak11958	chr19	19513797	19515953	.	2157	49	38	64	153	49	40	27	60	64	24	79
peak11959	chr19	19516122	19517696	.	1575	15	36	9	34	35	24	3	14	52	28	15
peak11960	chr19	19538155	19538859	.	705	4	10	44	28	16	0	8	20	20	24	28
peak11961	chr19	19539089	19541736	.	2648	32	26	97	145	51	23	56	74	50	72	38
peak11962	chr19	19543235	19546317	.	3083	26	14	88	142	56	16	74	64	42	12	62
peak11963	chr19	19617253	19619669	.	2417	59	48	88	110	79	32	64	154	1018	80	67
peak11964	chr19	19622702	19624961	.	2260	20	4	17	45	17	16	18	7	48	10	14
peak11965	chr19	19626420	19629430	.	3011	64	48	94	232	52	32	80	64	514	117	50
peak11966	chr19	19635953	19636862	.	910	0	8	0	7	6	4	4	0	20	10	2
peak11967	chr19	19637163	19637758	.	596	6	6	62	38	10	2	11	54	12	13	10
peak11968	chr19	19642544	19644191	.	1648	26	49	64	106	68	33	26	94	462	38	24
peak11969	chr19	19647446	19648258	.	813	10	8	18	48	4	4	16	32	30	4	20
peak11970	chr19	19649314	19650704	.	1391	8	4	14	45	4	0	16	10	30	8	16
peak11971	chr19	19653768	19655272	.	1505	11	10	14	67	5	26	24	3	34	8	11
peak11972	chr19	19662114	19665673	.	3560	98	82	61	214	166	67	94	170	1200	144	131
peak11973	chr19	19667169	19671957	.	4789	44	57	64	124	135	41	26	62	684	87	56
peak11974	chr19	19731942	19733457	.	1516	54	41	42	44	41	30	22	10	258	48	26
peak11975	chr19	19750883	19751370	.	488	0	0	40	1	1	1	4	4	2	2	10
peak11976	chr19	19776380	19776856	.	477	23	14	16	26	42	15	5	10	20	18	20
peak11977	chr19	19821056	19821717	.	662	14	10	9	16	16	14	12	0	36	15	1
peak11978	chr19	19865818	19867578	.	1761	26	30	10	34	42	33	4	0	68	51	12
peak11979	chr19	19901097	19901639	.	543	8	8	6	23	15	12	0	6	32	21	2
peak11980	chr19	20038935	20039534	.	600	12	3	8	39	25	11	16	4	20	30	4
peak11981	chr19	20078094	20078607	.	514	8	0	16	0	34	12	18	6	28	6	18
peak11982	chr19	20167285	20168358	.	1074	14	8	18	13	18	4	8	10	26	23	0
peak11983	chr19	20424313	20424848	.	536	1	4	6	14	9	2	12	0	28	15	2
peak11984	chr19	20565211	20565670	.	460	8	7	1	8	33	6	6	8	20	12	16
peak11985	chr19	20776435	20777063	.	629	20	2	12	14	18	15	2	2	30	15	10
peak11986	chr19	20923281	20924246	.	966	18	12	7	44	41	12	8	4	34	36	17
peak11987	chr19	21020507	21021631	.	1125	20	15	13	62	28	23	10	0	28	18	16
peak11988	chr19	21082075	21083216	.	1142	22	3	7	14	8	10	15	2	40	10	22
peak11989	chr19	21141988	21142788	.	801	8	7	11	16	46	12	10	0	34	19	2
peak11990	chr19	21328718	21329605	.	888	21	18	24	42	56	18	4	16	136	33	30
peak11991	chr19	21358490	21360032	.	1543	14	23	26	18	38	26	6	6	80	5	18
peak11992	chr19	21397145	21397777	.	633	20	9	27	25	22	13	6	4	58	22	6
peak11993	chr19	21482971	21484095	.	1125	8	24	54	82	14	10	20	18	34	29	12
peak11994	chr19	21540484	21541190	.	707	2	0	0	0	2	8	28	4	0	0	0
peak11995	chr19	21614685	21615256	.	572	0	10	40	16	0	1	6	0	7	0	10
peak11996	chr19	21835346	21836136	.	791	9	10	5	19	18	8	9	2	24	6	12
peak11997	chr19	21851373	21852250	.	878	34	5	27	42	34	6	9	2	88	12	49
peak11998	chr19	22052394	22053034	.	641	7	12	14	0	26	7	0	1	20	12	14
peak11999	chr19	23160700	23161797	.	1098	10	6	42	12	0	8	10	18	8	7	2
peak12000	chr19	23249067	23250506	.	1440	18	20	15	40	39	25	12	17	44	28	4
peak12001	chr19	23273145	23274503	.	1359	43	24	50	54	40	17	16	36	324	42	18
peak12002	chr19	23394355	23395411	.	1057	19	16	12	14	52	15	6	0	24	32	23
peak12003	chr19	23686233	23687218	.	986	12	19	4	6	28	8	10	11	56	24	28
peak12004	chr19	23758320	23758892	.	573	9	0	8	28	18	11	4	4	32	18	7
peak12005	chr19	23763041	23763540	.	500	2	21	8	8	22	7	8	8	64	6	14
peak12006	chr19	24033460	24034213	.	754	20	12	21	38	15	18	10	16	160	16	22
peak12007	chr19	27793472	27795540	.	2069	40	24	75	74	126	48	9	10	126	30	24
peak12008	chr19	27909138	27910401	.	1264	16	18	64	80	12	8	34	46	12	4	52
peak12009	chr19	28727055	28728197	.	1143	6	0	54	82	12	15	30	44	34	4	18
peak12010	chr19	28793257	28794298	.	1042	12	6	58	84	6	4	28	50	18	10	0
peak12011	chr19	29211378	29213513	.	2136	104	62	112	246	106	49	86	72	1408	80	32
peak12012	chr19	29439729	29440441	.	713	24	4	8	47	12	2	8	32	8	10	12
peak12013	chr19	29525192	29529416	.	4225	36	30	166	280	60	23	76	137	52	43	71
peak12014	chr19	29605692	29606718	.	1027	29	40	30	16	22	25	8	6	34	22	46
peak12015	chr19	29609994	29611303	.	1310	34	32	14	37	35	24	42	6	39	28	26
peak12016	chr19	29664683	29670024	.	5342	50	84	116	178	126	45	61	70	1609	88	110
peak12017	chr19	29672945	29674859	.	1915	31	35	67	95	55	26	55	48	32	23	30
peak12018	chr19	29713234	29715885	.	2652	55	61	97	130	97	40	45	100	1070	75	49
peak12019	chr19	29811017	29813719	.	2703	16	20	52	54	32	16	98	94	1186	34	20
peak12020	chr19	29829583	29830125	.	543	0	12	0	0	1	4	2	0	20	1	0
peak12021	chr19	29842810	29845830	.	3021	124	68	152	228	249	95	165	176	438	126	54
peak12022	chr19	29872067	29874256	.	2190	58	8	89	167	42	14	38	56	62	52	70
peak12023	chr19	29941646	29943166	.	1521	22	30	64	70	42	14	42	62	368	16	0
peak12024	chr19	30062296	30063441	.	1146	4	2	8	12	11	0	30	12	6	1	11
peak12025	chr19	30225187	30226880	.	1694	8	6	54	104	20	20	34	46	50	28	11
peak12026	chr19	30227172	30229245	.	2074	24	27	44	54	33	10	42	96	72	26	30
peak12027	chr19	30443866	30445229	.	1364	0	10	46	38	4	10	15	34	11	8	33
peak12028	chr19	30719534	30720276	.	743	2	22	33	28	10	12	13	30	38	4	6
peak12029	chr19	31348587	31352293	.	3707	84	38	166	288	88	34	96	186	728	78	98
peak12030	chr19	32345104	32346798	.	1695	70	45	58	106	76	31	28	46	354	48	4
peak12031	chr19	32404258	32406934	.	2677	88	97	126	192	176	43	248	143	2016	100	90
peak12032	chr19	32571182	32572250	.	1069	2	12	26	24	17	6	40	14	22	14	8
peak12033	chr19	32580182	32582207	.	2026	42	42	100	238	105	27	84	90	675	140	58
peak12034	chr19	32673659	32677858	.	4200	151	102	210	352	176	74	130	206	1579	194	127
peak12035	chr19	32691343	32693674	.	2332	52	30	106	74	78	28	91	112	1990	69	30
peak12036	chr19	32719614	32720318	.	705	23	7	22	70	8	8	18	50	8	36	32
peak12037	chr19	32971084	32972507	.	1424	36	18	18	30	28	14	2	8	90	35	32
peak12038	chr19	33063499	33065916	.	2418	22	41	132	208	52	31	50	102	198	64	52
peak12039	chr19	33079914	33081626	.	1713	24	26	40	47	63	20	16	10	136	34	32
peak12040	chr19	33175854	33178243	.	2390	374	344	171	430	563	176	128	149	778	426	278
peak12041	chr19	33194787	33195492	.	706	3	4	4	4	0	0	10	10	18	2	0
peak12042	chr19	33204107	33207645	.	3539	29	6	166	264	14	20	90	100	28	26	53
peak12043	chr19	33225246	33227662	.	2417	22	20	48	112	16	8	60	72	24	27	24
peak12044	chr19	33235743	33236294	.	552	20	7	17	42	12	6	7	28	1	6	13
peak12045	chr19	33281866	33282446	.	581	8	0	8	6	6	2	4	8	20	5	10
peak12046	chr19	33301314	33304083	.	2770	31	35	139	152	40	19	94	164	158	32	48
peak12047	chr19	33372540	33374588	.	2049	67	32	134	157	60	28	120	210	1174	89	24
peak12048	chr19	33388774	33390040	.	1267	4	4	50	55	3	10	20	15	12	4	6
peak12049	chr19	33405014	33406312	.	1299	6	0	46	14	4	8	12	7	2	2	6
peak12050	chr19	33520901	33522221	.	1321	22	12	62	51	24	2	19	26	142	28	16
peak12051	chr19	33621903	33623426	.	1524	6	8	68	120	21	8	12	10	20	6	42
peak12052	chr19	33771780	33773354	.	1575	12	22	84	61	26	10	39	44	8	12	24
peak12053	chr19	33794685	33799025	.	4341	62	52	202	316	62	20	106	176	472	80	76
